,time,tp,dep
738,2020-03-04,0.00044941792,04
739,2020-03-05,0.18244353,04
740,2020-03-06,0.026127033,04
741,2020-03-07,0.0015410009,04
742,2020-03-08,0.000114024224,04
743,2020-03-09,0.009282225,04
744,2020-03-10,0.000954046,04
745,2020-03-11,2.9691242e-05,04
746,2020-03-12,0.000115796734,04
747,2020-03-13,0.016428834,04
748,2020-03-14,0.003945537,04
749,2020-03-15,0.0041092504,04
750,2020-03-16,0.00037091385,04
751,2020-03-17,5.19171e-05,04
752,2020-03-18,0.00048520332,04
753,2020-03-19,0.002071221,04
754,2020-03-20,0.0026886347,04
755,2020-03-21,0.0017274588,04
756,2020-03-22,0.05993777,04
757,2020-03-23,0.04282027,04
758,2020-03-24,0.07955453,04
759,2020-03-25,0.03605873,04
760,2020-03-26,0.010977237,04
761,2020-03-27,0.012775776,04
762,2020-03-28,0.0065851333,04
763,2020-03-29,0.054143336,04
764,2020-03-30,0.032951236,04
765,2020-03-31,0.056991223,04
766,2020-04-01,0.022639854,04
767,2020-04-02,0.011660109,04
768,2020-04-03,0.00284352,04
769,2020-04-04,0.0026903255,04
770,2020-04-05,0.00022687422,04
771,2020-04-06,5.658834e-07,04
772,2020-04-07,0.0,04
773,2020-04-08,0.00016141069,04
774,2020-04-09,0.00018230292,04
775,2020-04-10,0.00024099968,04
776,2020-04-11,2.0953763e-05,04
777,2020-04-12,2.7788426e-05,04
778,2020-04-13,0.0019843578,04
779,2020-04-14,0.0066379565,04
780,2020-04-15,0.003169596,04
781,2020-04-16,0.000188187,04
782,2020-04-17,4.1215604e-05,04
783,2020-04-18,0.020542728,04
784,2020-04-19,0.11570486,04
785,2020-04-20,0.09012144,04
786,2020-04-21,0.05472019,04
787,2020-04-22,0.020760275,04
788,2020-04-23,0.001500755,04
789,2020-04-24,0.02380892,04
790,2020-04-25,0.018707193,04
791,2020-04-26,0.05056944,04
792,2020-04-27,0.040279303,04
793,2020-04-28,0.08191976,04
794,2020-04-29,0.0061696945,04
795,2020-04-30,0.057179295,04
796,2020-05-01,0.11781847,04
797,2020-05-02,0.045955643,04
